ema_cross_diff_pct,atr_pct,price_to_fast_pct,price_to_slow_pct,trend_direction,trend_strength,regime_ranging,regime_trending,regime_unknown,volatility_level_high,volatility_level_medium,volatility_level_normal,strategy_signal_BUY,strategy_signal_SELL,target,r_multiple,pnl,timestamp,symbol,exit_type
-0.0095851697186301,-0.2834851817050242,0.000101924054874,-0.0094832554333497,-1.0,9.585169718630125e-05,False,False,True,False,True,False,True,False,0,0.0,0.0,2026-01-20 12:11:08.996881,BTC/USDT,
-0.0065935739615737,-0.1809066221135381,0.0004817336942337,-0.0061118720308075,-1.0,6.593573961573793e-05,False,False,True,False,True,False,True,False,0,0.0,0.0,2026-01-20 12:11:11.741399,BTC/USDT,
-0.0112448023221243,-0.5514978121896832,-0.0280365411439897,-0.0392781908124844,-1.0,0.0001124480232212,False,False,True,False,True,False,True,False,1,0.0005358999997192,0.0005358999997192,2026-01-20 12:11:14.329957,BTC/USDT,
-0.0147965090539518,-0.4650205761391325,-0.0199662120934232,-0.0347597668449949,-1.0,0.0001479650905395,False,False,True,False,True,False,True,False,1,0.0005358999997192,0.0005358999997192,2026-01-20 12:11:16.908772,BTC/USDT,
-0.0198538513046484,-0.338780889627082,-0.0150852006614616,-0.0349360569728017,-1.0,0.0001985385130464,False,False,True,False,True,False,True,False,1,0.0005358999997192,0.0005358999997192,2026-01-20 12:11:19.357199,BTC/USDT,
-0.0237747730510876,-0.3664905929187469,-0.0325251800636291,-0.0562922203269722,-1.0,0.0002377477305108,False,False,True,False,True,False,True,False,0,0.0,0.0,2026-01-20 12:11:23.129894,BTC/USDT,
-0.0211167211848102,-0.2644991212709275,0.0024481118096887,-0.0186691263360666,-1.0,0.0002111672118481,False,False,True,False,True,False,True,False,1,0.7154265000003119,0.7154265000003119,2026-01-20 12:11:25.615226,BTC/USDT,
-0.0239402422643854,-0.4844576412764059,-0.0363097430717026,-0.0602412926956311,-1.0,0.0002394024226438,False,False,True,False,True,False,True,False,1,1.0739436000004368,1.0739436000004368,2026-01-20 12:11:28.015291,BTC/USDT,
-0.0293930486250999,-0.3614572516479467,-0.0243796792229458,-0.0537655619170771,-1.0,0.0002939304862509,False,False,True,False,True,False,True,False,1,1.2925908000005302,1.2925908000005302,2026-01-20 12:11:30.457410,BTC/USDT,
-0.0310457282439679,-0.3641259856127811,-0.0317834459284765,-0.0628193067701949,-1.0,0.0003104572824396,False,False,True,False,True,False,True,False,1,0.0005360900004992,0.0005360900004992,2026-01-20 12:11:32.842573,BTC/USDT,
-0.025161612115226,-0.1135317802747967,-0.0131559331853615,-0.0383142350557093,-1.0,0.0002516161211522,False,False,True,False,True,False,True,False,1,3.007464900000312,3.007464900000312,2026-01-20 12:11:35.335860,BTC/USDT,
-0.0192928888201231,-0.1070234113755378,-0.0023060954825117,-0.0215985393901973,-1.0,0.0001929288882012,False,False,True,False,True,False,True,False,1,3.007464900000312,3.007464900000312,2026-01-20 12:11:37.789867,BTC/USDT,
-0.02366688220159,-0.1560853707996042,-0.0265084185172415,-0.0501690270026476,-1.0,0.0002366688220159,False,False,True,False,True,False,True,False,1,0.3132634399998126,0.3132634399998126,2026-01-20 12:11:40.310405,BTC/USDT,
-0.024502766575699,-0.2807811740095156,-0.0169670070177206,-0.0414656162072952,-1.0,0.0002450276657569,False,False,True,False,True,False,True,False,1,0.3143362600000312,0.3143362600000312,2026-01-20 12:11:43.270531,BTC/USDT,
-0.0205198477654571,-0.0619964379667038,-0.0003751235690826,-0.0208948943597544,-1.0,0.0002051984776545,False,False,True,False,True,False,True,False,1,0.3137998500003122,0.3137998500003122,2026-01-20 12:11:45.815565,BTC/USDT,
-0.0181522146096512,-0.0979699911797905,-0.0122839520088415,-0.0304339368091615,-1.0,0.0001815221460965,False,False,True,False,True,False,True,False,0,-1.749461280000031,-1.749461280000031,2026-01-20 12:11:48.389851,BTC/USDT,
-0.0181174570257433,-0.0473901098966705,-0.01390312109094,-0.0320180592246945,-1.0,0.0001811745702574,False,False,True,False,True,False,True,False,0,-1.502680479999719,-1.502680479999719,2026-01-20 12:11:50.918108,BTC/USDT,
-0.020326851471779,-0.3136717623374895,-0.021209180921535,-0.0415317212346097,-1.0,0.0002032685147177,False,False,True,False,True,False,True,False,1,0.0005359100004991,0.0005359100004991,2026-01-20 12:11:53.383577,BTC/USDT,
-0.0193774186837714,-0.457335265542263,-0.0136686060111465,-0.0330433760719029,-1.0,0.0001937741868377,False,False,True,False,True,False,True,False,0,-2.167755950000624,-2.167755950000624,2026-01-20 12:11:55.866790,BTC/USDT,
-0.0174209547001732,-0.1308558558696655,-0.0034196822110537,-0.020840041169938,-1.0,0.0001742095470017,False,False,True,False,True,False,True,False,0,-2.513417899999688,-2.513417899999688,2026-01-20 12:11:58.348455,BTC/USDT,
-0.0083695592100008,0.1990109276407156,0.0256293641004854,0.017257659825681,-1.0,8.369559210000843e-05,False,False,True,False,True,False,True,False,1,1.4482623999996571,1.4482623999996571,2026-01-20 12:12:00.917538,BTC/USDT,
-0.0028152460309148,0.2188861231976533,0.0351511092393122,0.0323348736181897,-1.0,2.8152460309148654e-05,False,False,True,False,True,False,False,True,0,-0.3249258599998136,-0.3249258599998136,2026-01-20 12:12:02.184280,BTC/USDT,
0.0040675883784128,0.0810012836872948,0.0118581931955441,0.0159262639164452,1.0,4.067588378412829e-05,False,False,True,False,True,False,True,False,1,1.4471912000002185,1.4471912000002185,2026-01-20 12:12:04.703914,BTC/USDT,
0.0022456315784631,0.0898854591242631,-0.0038308010938813,-0.0015852555410973,1.0,2.245631578463124e-05,False,False,True,False,True,False,True,False,0,-1.4074152500002182,-1.4074152500002182,2026-01-20 12:12:07.221748,BTC/USDT,
-0.0008630355738543,0.149795533176384,-0.0059494244825869,-0.0068124087107915,-1.0,8.630355738543293e-06,False,False,True,False,True,False,True,False,0,-1.7052922500000935,-1.7052922500000935,2026-01-20 12:12:09.862172,BTC/USDT,
-0.0087282840233519,-0.09545141282607,-0.0279773855371212,-0.0367032276148012,-1.0,8.728284023351981e-05,False,False,True,False,True,False,True,False,0,-0.5344788999997818,-0.5344788999997818,2026-01-20 12:12:12.342982,BTC/USDT,
-0.0144022401015785,-0.153030804908826,-0.0337750346288146,-0.0481724103688115,-1.0,0.0001440224010157,False,False,True,False,True,False,True,False,0,-3.029869440000344,-3.029869440000344,2026-01-20 12:12:14.872718,BTC/USDT,
-0.0199539143235805,-0.4067152557205429,-0.0276430223213241,-0.0475914207799142,-1.0,0.0001995391432358,False,False,True,False,True,False,True,False,1,0.0005355800004987,0.0005355800004987,2026-01-20 12:12:17.506863,BTC/USDT,
-0.0245023255135435,-0.6964557800622512,-0.0264337242167844,-0.0509295728531749,-1.0,0.0002450232551354,False,False,True,False,True,False,True,False,0,0.0,0.0,2026-01-20 12:12:19.956288,BTC/USDT,
-0.0243160013557769,-0.7351553603412109,-0.012888011798785,-0.0372008793054382,-1.0,0.0002431600135577,False,False,True,False,True,False,True,False,1,0.0005355800004987,0.0005355800004987,2026-01-20 12:12:22.382012,BTC/USDT,
-0.0219157355906094,-0.6218442256087371,-0.0039583082189085,-0.0258731763171548,-1.0,0.000219157355906,False,False,True,False,True,False,True,False,1,0.7348157600000623,0.7348157600000623,2026-01-20 12:12:24.862135,BTC/USDT,
-0.0119026267523112,-0.2433263759258056,0.0040845525523277,-0.0078185603690282,-1.0,0.0001190262675231,False,False,True,False,True,False,True,False,1,1.5499685200001247,1.5499685200001247,2026-01-20 12:12:27.339248,BTC/USDT,
-0.0113187790289954,-0.1218710031135791,-0.0035703055523672,-0.0148886804663666,-1.0,0.0001131877902899,False,False,True,False,True,False,True,False,0,-0.4054340600003741,-0.4054340600003741,2026-01-20 12:12:29.865974,BTC/USDT,
-0.0061287062884786,0.169811320745425,0.0265992860895204,0.0204689496089224,-1.0,6.128706288478685e-05,False,False,True,False,True,False,True,False,0,-0.4179083999993763,-0.4179083999993763,2026-01-20 12:12:32.546666,BTC/USDT,
-0.002942304747485,0.2125447818071345,0.0192810402029233,0.016338168148477,-1.0,2.9423047474850365e-05,False,False,True,False,True,False,False,True,1,0.0005335400004968,0.0005335400004968,2026-01-20 12:12:33.817720,BTC/USDT,
-0.001320778499476,0.1700765089167028,0.0099296182723399,0.0086087086246007,-1.0,1.3207784994760162e-05,False,False,True,False,True,False,True,False,1,0.9619880100000624,0.9619880100000624,2026-01-20 12:12:35.175895,BTC/USDT,
-0.0001187004988087,0.2797371846414707,0.0079346602693872,0.0078159503520971,-1.0,1.1870049880877311e-06,False,False,True,False,True,False,False,True,0,-0.0005334700004968,-0.0005334700004968,2026-01-20 12:12:36.541506,BTC/USDT,
0.0013833365639491,0.2562247967627051,0.0050851385311541,0.0064685454396838,1.0,1.3833365639491387e-05,False,False,True,False,True,False,False,True,0,-0.1584405900000621,-0.1584405900000621,2026-01-20 12:12:39.624118,BTC/USDT,
-0.0002008721076374,0.1090288622734388,-0.0135473064692181,-0.0137481513640955,-1.0,2.008721076374808e-06,False,False,True,False,True,False,True,False,0,-1.1807835599998753,-1.1807835599998753,2026-01-20 12:12:42.065778,BTC/USDT,
-0.0040246392803186,-0.4089669797094518,-0.020800948834144,-0.0248247509513052,-1.0,4.024639280318664e-05,False,False,True,False,True,False,True,False,0,-0.5224820800004986,-0.5224820800004986,2026-01-20 12:12:44.501480,BTC/USDT,
-0.0094191851301799,-0.182399161876788,-0.0230981774759713,-0.0325151869460531,-1.0,9.419185130179908e-05,False,False,True,False,True,False,True,False,0,-0.6891315199994706,-0.6891315199994706,2026-01-20 12:12:46.867984,BTC/USDT,
-0.0194435051785409,-0.5229785533547848,-0.0659866370781783,-0.0854173121415217,-1.0,0.0001944350517854,False,False,True,False,True,False,True,False,0,-0.6895634399999688,-0.6895634399999688,2026-01-20 12:12:49.295132,BTC/USDT,
-0.0254593021725109,-0.7251038941080918,-0.0312663337242322,-0.056717675706362,-1.0,0.0002545930217251,False,False,True,False,True,False,True,False,0,-1.0321833000001557,-1.0321833000001557,2026-01-20 12:12:51.707235,BTC/USDT,
-0.0301449240694768,-0.7594774762666244,-0.041453372163998,-0.0715858001459118,-1.0,0.0003014492406947,False,False,True,False,True,False,True,False,0,-1.5140471099998756,-1.5140471099998756,2026-01-20 12:12:54.119210,BTC/USDT,
-0.0346140000327913,-0.7832392742297694,-0.0409929961772228,-0.0755928068943039,-1.0,0.0003461400003279,False,False,True,False,True,False,True,False,0,-0.6011264400002801,-0.6011264400002801,2026-01-20 12:12:56.527299,BTC/USDT,
-0.0364463888491243,-0.7566757493212686,-0.0269077530403979,-0.0633443349852186,-1.0,0.0003644638884912,False,False,True,False,True,False,True,False,1,0.0005343300004976,0.0005343300004976,2026-01-20 12:12:59.105252,BTC/USDT,
-0.0376241748733286,-0.7862606333571222,-0.025746841640481,-0.0633613294770865,-1.0,0.0003762417487332,False,False,True,False,True,False,True,False,1,0.2687679899999378,0.2687679899999378,2026-01-20 12:13:01.591567,BTC/USDT,
-0.0336191522845839,-0.6246474289473568,-0.0086553725010638,-0.0422716149227858,-1.0,0.0003361915228458,False,False,True,False,True,False,True,False,1,0.2687679899999378,0.2687679899999378,2026-01-20 12:13:04.157823,BTC/USDT,
-0.0266155296064486,-0.0491548474968929,0.0148871665401275,-0.011732325364539,-1.0,0.0002661552960644,False,False,True,False,True,False,True,False,1,1.4897120400002488,1.4897120400002488,2026-01-20 12:13:06.562757,BTC/USDT,
-0.0154901785525497,-0.0060549604227837,0.0238434329022596,0.0083495609593803,-1.0,0.0001549017855254,False,False,True,False,True,False,True,False,0,-1.4893449299997512,-1.4893449299997512,2026-01-20 12:13:09.030683,BTC/USDT,
-0.0146107081663049,-0.0539102677897422,-0.0062130134708293,-0.0208228138718676,-1.0,0.000146107081663,False,False,True,False,True,False,True,False,1,1.1317270299999067,1.1317270299999067,2026-01-20 12:13:11.479468,BTC/USDT,
-0.0219004467878484,-0.2431895573287484,-0.0367274061613449,-0.0586198094831504,-1.0,0.0002190044678784,False,False,True,False,True,False,True,False,1,1.1317270299999067,1.1317270299999067,2026-01-20 12:13:14.000053,BTC/USDT,
-0.0265607827030747,-0.2763805542513853,-0.0288933889501374,-0.0554464973429576,-1.0,0.0002656078270307,False,False,True,False,True,False,True,False,0,-1.090828800000467,-1.090828800000467,2026-01-20 12:13:16.442488,BTC/USDT,
-0.0315103706488282,-0.3325454093116002,-0.0377516736944834,-0.0692501486510044,-1.0,0.0003151037064882,False,False,True,False,True,False,True,False,0,-0.6946532400002802,-0.6946532400002802,2026-01-20 12:13:18.925844,BTC/USDT,
-0.0328699936154284,-0.4166612809463296,-0.0246142435582204,-0.0574761464733629,-1.0,0.0003286999361542,False,False,True,False,True,False,True,False,0,0.0,0.0,2026-01-20 12:13:21.658804,BTC/USDT,
-0.0327208235282205,-0.6787131519306393,-0.0232578631809319,-0.0559710765447846,-1.0,0.0003272082352822,False,False,True,False,True,False,True,False,0,-0.2130096000005607,-0.2130096000005607,2026-01-20 12:13:24.219132,BTC/USDT,
-0.0264966025649755,-0.5723103471201676,0.0079567584468175,-0.0185419523888207,-1.0,0.0002649660256497,False,False,True,False,True,False,True,False,0,-0.2135448000002803,-0.2135448000002803,2026-01-20 12:13:27.146317,BTC/USDT,
-0.019182209991798,-0.3510410287883445,0.0141368326451481,-0.005048089103574,-1.0,0.0001918220999179,False,False,True,False,True,False,True,False,0,-0.6304655999999377,-0.6304655999999377,2026-01-20 12:13:29.755283,BTC/USDT,
-0.0078942016630845,0.2696638585221816,0.0364769576494397,0.0285798764217578,-1.0,7.894201663084512e-05,False,False,True,False,True,False,False,True,0,-0.9394406700000312,-0.9394406700000312,2026-01-20 12:13:32.343286,BTC/USDT,
0.0002881237657764,0.2188454065938299,0.0136971256627794,0.0139852888932301,1.0,2.88123765776417e-06,False,False,True,False,True,False,False,True,0,0.0,0.0,2026-01-20 12:13:35.008295,BTC/USDT,
-0.0010760533529907,0.1446631043815561,-0.0098120095234708,-0.0108879572940041,-1.0,1.0760533529907844e-05,False,False,True,False,True,False,True,False,0,-0.7589419599996261,-0.7589419599996261,2026-01-20 12:13:36.595046,BTC/USDT,
-0.0006009756451938,0.2876871450580611,0.0027665353797284,0.0021655431083307,-1.0,6.009756451938835e-06,False,False,True,False,True,False,False,True,0,-0.4084082199994103,-0.4084082199994103,2026-01-20 12:13:38.140832,BTC/USDT,
-0.0019468130017333,0.1685082872829608,-0.0102702753741042,-0.0122168884327813,-1.0,1.946813001733379e-05,False,False,True,False,True,False,True,False,0,-0.7589419599996261,-0.7589419599996261,2026-01-20 12:13:39.390777,BTC/USDT,
-0.001153979006585,0.2515839641057051,0.0045162491090142,0.0033622179858625,-1.0,1.1539790065850893e-05,False,False,True,False,True,False,False,True,0,-0.4078750499996896,-0.4078750499996896,2026-01-20 12:13:40.721959,BTC/USDT,
-0.0028273395457475,0.1302976341816401,-0.0130408765937388,-0.0158678474296253,-1.0,2.8273395457475413e-05,False,False,True,False,True,False,True,False,0,-0.6273438599997821,-0.6273438599997821,2026-01-20 12:13:41.960373,BTC/USDT,
-0.0058770197957323,0.0541259982171573,-0.0159371173672326,-0.0218132005354224,-1.0,5.877019795732343e-05,False,False,True,False,True,False,True,False,1,1.4129016000004673,1.4129016000004673,2026-01-20 12:13:45.128846,BTC/USDT,
-0.006426204892526,0.0546082451895021,0.0019595209762161,-0.0044668098391426,-1.0,6.426204892526038e-05,False,False,True,False,True,False,True,False,1,1.4129015999996883,1.4129015999996883,2026-01-20 12:13:47.806027,BTC/USDT,
-0.0082382062342932,-0.09877066554218,0.0005854121034118,-0.0076528423583377,-1.0,8.238206234293256e-05,False,False,True,False,True,False,True,False,0,-1.190083049999782,-1.190083049999782,2026-01-20 12:13:50.374146,BTC/USDT,
-0.0081259228377363,-0.3283870630698155,-0.0086235102598213,-0.016748732357768,-1.0,8.125922837736314e-05,False,False,True,False,True,False,True,False,0,-0.0005351499997196,-0.0005351499997196,2026-01-20 12:13:52.954302,BTC/USDT,
-0.0090212352748342,-0.1750296325628032,-0.0177586742580481,-0.0267783074810958,-1.0,9.021235274834254e-05,False,False,True,False,True,False,True,False,0,-0.8615915000003115,-0.8615915000003115,2026-01-20 12:13:55.599309,BTC/USDT,
-0.0027390132330122,0.0305380989717005,0.0120840245507847,0.0093446803347409,-1.0,2.739013233012283e-05,False,False,True,False,True,False,True,False,0,-0.866943000000623,-0.866943000000623,2026-01-20 12:13:58.228813,BTC/USDT,
-0.0028285113536804,-0.0488534396879157,-0.0091715164479969,-0.0119997683842933,-1.0,2.8285113536804583e-05,False,False,True,False,True,False,True,False,0,-0.866943000000623,-0.866943000000623,2026-01-20 12:14:00.853542,BTC/USDT,
-0.0039031401952438,0.0278915930224981,0.0010026780869883,-0.0029005012441869,-1.0,3.903140195243851e-05,False,False,True,False,True,False,True,False,0,-0.0273222299997193,-0.0273222299997193,2026-01-20 12:14:03.444514,BTC/USDT,
-0.0058638534958392,-0.1068313587156178,-0.0090558508752484,-0.0149191733492595,-1.0,5.863853495839231e-05,False,False,True,False,True,False,True,False,0,-0.0262507700002806,-0.0262507700002806,2026-01-20 12:14:06.001934,BTC/USDT,
-0.0083904549025213,-0.1873959572005105,-0.0212168977613508,-0.0296055724696337,-1.0,8.390454902521303e-05,False,False,True,False,True,False,True,False,1,0.6985919200004366,0.6985919200004366,2026-01-20 12:14:08.557768,BTC/USDT,
-0.004703591194256,0.0469691315164615,0.0076619917165525,0.0029580401335287,-1.0,4.703591194256092e-05,False,False,True,False,True,False,True,False,1,0.22768525,0.22768525,2026-01-20 12:14:11.303651,BTC/USDT,
-0.0036467506374469,0.050483229099098,-0.0062420207716545,-0.0098885437781692,-1.0,3.646750637446927e-05,False,False,True,False,True,False,True,False,1,0.2282209799997193,0.2282209799997193,2026-01-20 12:14:13.941410,BTC/USDT,
-0.0041776743167971,-0.2127056154371223,-0.0039949830662289,-0.0081724904856444,-1.0,4.177674316797107e-05,False,False,True,False,True,False,True,False,1,0.8476039600003743,0.8476039600003743,2026-01-20 12:14:16.622870,BTC/USDT,
-0.0066669401128639,-0.1589335180156925,-0.0111899637273424,-0.0178561578120261,-1.0,6.666940112863998e-05,False,False,True,False,True,False,True,False,1,0.8471156100006549,0.8471156100006549,2026-01-20 12:14:19.222312,BTC/USDT,
-0.0102586239186823,-0.3609467455702873,-0.0187617326263897,-0.0290184318494813,-1.0,0.0001025862391868,False,False,True,False,True,False,True,False,1,0.8482188900000935,0.8482188900000935,2026-01-20 12:14:21.821563,BTC/USDT,
-0.0155013873818267,-0.2662790697748635,-0.0168310877776304,-0.0323298661073402,-1.0,0.0001550138738182,False,False,True,False,True,False,True,False,0,-0.8318875200002185,-0.8318875200002185,2026-01-20 12:14:24.441779,BTC/USDT,
-0.0122248161763874,-0.0349050826791504,-0.0018005957298501,-0.0140251917867195,-1.0,0.0001222481617638,False,False,True,False,True,False,True,False,0,-1.3867872200005305,-1.3867872200005305,2026-01-20 12:14:27.112868,BTC/USDT,
-0.0123087980141286,-0.3488703923972474,-0.0075848289667113,-0.0198926933795628,-1.0,0.0001230879801412,False,False,True,False,True,False,True,False,1,0.0626394599999065,0.0626394599999065,2026-01-20 12:14:29.624762,BTC/USDT,
-0.0132453447041959,-0.3427664865870517,-0.0104243166751597,-0.0236682806426789,-1.0,0.0001324534470419,False,False,True,False,True,False,True,False,1,0.2853575400000935,0.2853575400000935,2026-01-20 12:14:32.161072,BTC/USDT,
-0.0136250783007435,-0.3583726742633345,-0.0184418817228812,-0.0320644473027999,-1.0,0.0001362507830074,False,False,True,False,True,False,True,False,1,0.2853575400000935,0.2853575400000935,2026-01-20 12:14:34.751413,BTC/USDT,
-0.0182897431379992,-0.41406200469672,-0.0337439008581827,-0.0520274723233902,-1.0,0.0001828974313799,False,False,True,False,True,False,True,False,0,-1.927512,-1.927512,2026-01-20 12:14:37.363469,BTC/USDT,
-0.0159814827718461,-0.1029596617600471,0.0040205553519836,-0.0119615699642234,-1.0,0.0001598148277184,False,False,True,False,True,False,True,False,0,-1.9269765800002805,-1.9269765800002805,2026-01-20 12:14:39.905214,BTC/USDT,
-0.0114008859003698,-0.0165777713808533,0.0062037860854057,-0.0051978071015371,-1.0,0.0001140088590036,False,False,True,False,True,False,True,False,0,-2.040145650000249,-2.040145650000249,2026-01-20 12:14:42.453880,BTC/USDT,
-0.0085347829859549,-0.1735777152812906,0.0020055277191636,-0.0065294264342298,-1.0,8.534782985954964e-05,False,False,True,False,True,False,True,False,0,-2.040145650000249,-2.040145650000249,2026-01-20 12:14:44.910200,BTC/USDT,
-0.0062213986118143,-0.0763129896633604,0.0028567766555896,-0.0033647996876879,-1.0,6.221398611814352e-05,False,False,True,False,True,False,True,False,0,-0.6920220999998444,-0.6920220999998444,2026-01-20 12:14:47.395112,BTC/USDT,
0.0005260235043653,0.3386714942078527,0.0453313561458772,0.0458576181038307,1.0,5.26023504365371e-06,False,False,True,False,True,False,False,True,0,0.0,0.0,2026-01-20 12:14:48.658865,BTC/USDT,
0.0063410305537669,0.1707252162233298,0.0173578856027543,0.0237000168253508,1.0,6.341030553766924e-05,False,False,True,False,True,False,True,False,0,-1.3717534599999066,-1.3717534599999066,2026-01-20 12:14:51.146272,BTC/USDT,
0.0139527279661908,0.5315630988111437,0.0600412189696849,0.0740023243238263,1.0,0.0001395272796619,False,False,True,False,True,False,False,True,0,0.0,0.0,2026-01-20 12:14:52.423470,BTC/USDT,
